Loan_ID,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanAmountTerm,Gender_Male,Married_Yes,Education_Not_Graduate,SelfEmployed_Yes,PropertyArea_Semiurban,PropertyArea_Urban,LoanStatus_Y
LP002236,2.0,4566,0,100.0,360.0,True,True,False,False,False,True,False
LP002237,1.0,3667,0,113.0,180.0,True,False,False,False,False,True,True
LP002239,0.0,2346,1600,132.0,360.0,True,False,True,False,True,False,True
LP002243,0.0,3010,3136,128.0,360.0,True,True,True,False,False,True,False
LP002244,0.0,2333,2417,136.0,360.0,True,True,False,False,False,True,True
LP002250,0.0,5488,0,125.0,360.0,True,True,False,False,False,False,True
LP002255,3.0,9167,0,185.0,360.0,True,False,False,False,False,False,True
LP002262,3.0,9504,0,275.0,360.0,True,True,False,False,False,False,True
LP002263,0.0,2583,2115,120.0,360.0,True,True,False,False,False,True,True
LP002265,2.0,1993,1625,113.0,180.0,True,True,True,False,True,False,True
LP002266,2.0,3100,1400,113.0,360.0,True,True,False,False,False,True,True
LP002272,2.0,3276,484,135.0,360.0,True,True,False,False,True,False,True
LP002277,0.0,3180,0,71.0,360.0,False,False,False,False,False,True,False
LP002281,0.0,3033,1459,95.0,360.0,True,True,False,False,False,True,True
LP002284,0.0,3902,1666,109.0,360.0,True,False,True,False,False,False,True
LP002287,0.0,1500,1800,103.0,360.0,False,False,False,False,True,False,False
LP002288,2.0,2889,0,45.0,180.0,True,True,True,False,False,True,False
LP002296,0.0,2755,0,65.0,300.0,True,False,True,False,False,False,False
LP002297,0.0,2500,20000,103.0,360.0,True,False,False,False,True,False,True
LP002300,0.0,1963,0,53.0,360.0,False,False,True,False,True,False,True
LP002301,0.0,7441,0,194.0,360.0,False,False,False,True,False,False,False
LP002305,0.0,4547,0,115.0,360.0,False,False,False,False,True,False,True
LP002308,0.0,2167,2400,115.0,360.0,True,True,True,False,False,True,True
LP002314,0.0,2213,0,66.0,360.0,False,False,True,False,False,False,True
LP002315,1.0,8300,0,152.0,300.0,True,True,False,False,True,False,False
LP002318,1.0,3867,0,62.0,360.0,False,False,True,True,True,False,False
LP002319,0.0,6256,0,160.0,360.0,True,True,False,False,False,True,True
LP002328,0.0,6096,0,218.0,360.0,True,True,True,False,False,False,False
LP002332,0.0,2253,2033,110.0,360.0,True,True,True,False,False,False,True
LP002335,0.0,2149,3237,178.0,360.0,False,True,True,False,True,False,False
LP002337,0.0,2995,0,60.0,360.0,False,False,False,False,False,True,True
LP002341,1.0,2600,0,160.0,360.0,False,False,False,False,False,True,False
LP002342,2.0,1600,20000,239.0,360.0,True,True,False,True,False,True,False
LP002345,0.0,1025,2773,112.0,360.0,True,True,False,False,False,False,True
LP002347,0.0,3246,1417,138.0,360.0,True,True,False,False,True,False,True
LP002348,0.0,5829,0,138.0,360.0,True,True,False,False,False,False,True
LP002357,0.0,2720,0,80.0,360.0,False,False,True,False,False,True,False
LP002361,0.0,1820,1719,100.0,360.0,True,True,False,False,False,True,True
LP002362,1.0,7250,1667,110.0,360.0,True,True,False,False,False,True,False
LP002364,0.0,14880,0,96.0,360.0,True,True,False,False,True,False,True
LP002366,0.0,2666,4300,121.0,360.0,True,True,False,False,False,False,True
LP002367,1.0,4606,0,81.0,360.0,False,False,True,False,False,False,False
LP002368,2.0,5935,0,133.0,360.0,True,True,False,False,True,False,True
LP002370,0.0,2717,0,60.0,180.0,True,False,True,False,False,True,True
LP002377,1.0,8624,0,150.0,360.0,False,False,False,True,True,False,True
LP002379,0.0,6500,0,105.0,360.0,True,False,False,False,False,False,False
LP002386,0.0,12876,0,405.0,360.0,True,False,False,False,True,False,True
LP002387,0.0,2425,2340,143.0,360.0,True,True,False,False,True,False,True
LP002390,0.0,3750,0,100.0,360.0,True,False,False,False,False,True,True
LP002393,0.0,10047,0,128.0,240.0,False,True,False,False,True,False,True
LP002398,0.0,1926,1851,50.0,360.0,True,False,False,False,True,False,True
LP002401,0.0,2213,1125,128.0,360.0,True,True,False,False,False,True,True
LP002403,0.0,10416,0,187.0,360.0,True,False,False,True,False,True,False
LP002407,0.0,7142,0,138.0,360.0,False,True,True,True,False,False,True
LP002408,0.0,3660,5064,187.0,360.0,True,False,False,False,True,False,True
LP002409,0.0,7901,1833,180.0,360.0,True,True,False,False,False,False,True
LP002418,3.0,4707,1993,148.0,360.0,True,False,True,False,True,False,True
LP002424,0.0,7333,8333,175.0,300.0,True,True,False,False,False,False,True
LP002429,1.0,3466,1210,130.0,360.0,True,True,False,True,False,False,True
LP002434,2.0,4652,0,110.0,360.0,True,True,True,False,False,False,True
LP002435,0.0,3539,1376,55.0,360.0,True,True,False,False,False,False,False
LP002443,2.0,3340,1710,150.0,360.0,True,True,False,False,False,False,False
LP002444,1.0,2769,1542,190.0,360.0,True,False,True,True,True,False,False
LP002446,2.0,2309,1255,125.0,360.0,True,True,True,False,False,False,False
LP002447,2.0,1958,1456,60.0,300.0,True,True,True,False,False,True,True
LP002448,0.0,3948,1733,149.0,360.0,True,True,False,False,False,False,False
LP002449,0.0,2483,2466,90.0,180.0,True,True,False,False,False,False,True
LP002453,0.0,7085,0,84.0,360.0,True,False,False,True,True,False,True
LP002455,2.0,3859,0,96.0,360.0,True,True,False,False,True,False,True
LP002459,0.0,4301,0,118.0,360.0,True,True,False,False,False,True,True
LP002467,0.0,3708,2569,173.0,360.0,True,True,False,False,False,True,False
LP002472,2.0,4354,0,136.0,360.0,True,False,False,False,False,False,True
LP002473,0.0,8334,0,160.0,360.0,True,True,False,False,True,False,False
LP002478,0.0,2083,4083,160.0,360.0,True,True,False,True,True,False,True
LP002484,3.0,7740,0,128.0,180.0,True,True,False,False,False,True,True
LP002487,0.0,3015,2188,153.0,360.0,True,True,False,False,False,False,True
LP002489,1.0,5191,0,132.0,360.0,False,False,True,False,True,False,True
LP002493,0.0,4166,0,98.0,360.0,True,False,False,False,True,False,False
LP002494,0.0,6000,0,140.0,360.0,True,False,False,False,False,False,True
LP002500,3.0,2947,1664,70.0,180.0,True,True,True,False,False,True,False
LP002501,0.0,16692,0,110.0,360.0,True,True,False,False,True,False,True
LP002502,2.0,210,2917,98.0,360.0,False,True,True,False,True,False,True
LP002505,0.0,4333,2451,110.0,360.0,True,True,False,False,False,True,False
LP002515,1.0,3450,2079,162.0,360.0,True,True,False,True,True,False,True
LP002517,1.0,2653,1500,113.0,180.0,True,True,True,False,False,False,False
LP002519,3.0,4691,0,100.0,360.0,True,True,False,False,True,False,True
LP002522,0.0,2500,0,93.0,360.0,False,False,False,True,False,True,True
LP002524,2.0,5532,4648,162.0,360.0,True,False,False,False,False,False,True
LP002527,2.0,16525,1014,150.0,360.0,True,True,False,True,False,False,True
LP002529,2.0,6700,1750,230.0,300.0,True,True,False,False,True,False,True
LP002530,2.0,2873,1872,132.0,360.0,True,True,False,False,True,False,False
LP002531,1.0,16667,2250,86.0,360.0,True,True,False,True,True,False,True
LP002533,2.0,2947,1603,128.0,360.0,True,True,False,False,False,True,False
LP002534,0.0,4350,0,154.0,360.0,False,False,True,False,False,False,True
LP002536,3.0,3095,0,113.0,360.0,True,True,True,False,False,False,True
LP002537,0.0,2083,3150,128.0,360.0,True,True,False,False,True,False,True
LP002541,0.0,10833,0,234.0,360.0,True,True,False,False,True,False,True
LP002543,2.0,8333,0,246.0,360.0,True,True,False,False,True,False,True
LP002544,1.0,1958,2436,131.0,360.0,True,True,True,False,False,False,True
LP002545,2.0,3547,0,80.0,360.0,True,False,False,False,False,False,False
LP002547,1.0,18333,0,500.0,360.0,True,True,False,False,False,True,False
LP002555,2.0,4583,2083,160.0,360.0,True,True,False,True,True,False,True
LP002556,0.0,2435,0,75.0,360.0,True,False,False,False,False,True,False
LP002560,0.0,2699,2785,96.0,360.0,True,False,True,False,True,False,True
LP002562,1.0,5333,1131,186.0,360.0,True,True,True,False,False,True,True
LP002571,0.0,3691,0,110.0,360.0,True,False,True,False,False,False,True
LP002582,0.0,17263,0,225.0,360.0,False,False,True,True,True,False,True
LP002585,0.0,3597,2157,119.0,360.0,True,True,False,False,False,False,False
LP002586,1.0,3326,913,105.0,84.0,False,True,False,False,True,False,True
LP002587,0.0,2600,1700,107.0,360.0,True,True,True,False,False,False,True
LP002588,0.0,4625,2857,111.0,12.0,True,True,False,False,False,True,True
LP002600,1.0,2895,0,95.0,360.0,True,True,False,True,True,False,True
LP002602,0.0,6283,4416,209.0,360.0,True,False,False,False,False,False,False
LP002603,0.0,645,3683,113.0,480.0,False,False,False,False,False,False,True
LP002606,0.0,3159,0,100.0,360.0,False,False,False,False,True,False,True
LP002615,2.0,4865,5624,208.0,360.0,True,True,False,False,True,False,True
LP002618,1.0,4050,5302,138.0,360.0,True,True,True,False,False,False,False
LP002619,0.0,3814,1483,124.0,300.0,True,True,True,False,True,False,True
LP002622,2.0,3510,4416,243.0,360.0,True,True,False,False,False,False,True
LP002624,0.0,20833,6667,480.0,360.0,True,True,False,False,False,True,True
LP002625,0.0,3583,0,96.0,360.0,True,False,False,False,False,True,False
LP002626,0.0,2479,3013,188.0,360.0,True,True,False,True,False,True,True
LP002634,1.0,13262,0,40.0,360.0,False,False,False,False,False,True,True
LP002637,0.0,3598,1287,100.0,360.0,True,False,True,False,False,False,False
LP002640,1.0,6065,2004,250.0,360.0,True,True,False,False,True,False,True
LP002643,2.0,3283,2035,148.0,360.0,True,True,False,False,False,True,True
LP002648,0.0,2130,6666,70.0,180.0,True,True,False,False,True,False,False
LP002652,0.0,5815,3666,311.0,360.0,True,False,False,False,False,False,False
LP002659,3.0,3466,3428,150.0,360.0,True,True,False,False,False,False,True
LP002670,2.0,2031,1632,113.0,480.0,False,True,False,False,True,False,True
LP002682,0.0,3074,1800,123.0,360.0,True,True,True,False,True,False,False
LP002683,0.0,4683,1915,185.0,360.0,True,False,False,False,True,False,False
LP002684,0.0,3400,0,95.0,360.0,False,False,True,False,False,False,False
LP002689,2.0,2192,1742,45.0,360.0,True,True,True,False,True,False,True
LP002690,0.0,2500,0,55.0,360.0,True,False,False,False,True,False,True
LP002692,3.0,5677,1424,100.0,360.0,True,True,False,True,False,False,True
LP002693,2.0,7948,7166,480.0,360.0,True,True,False,True,False,False,True
LP002697,0.0,4680,2087,128.0,360.0,True,False,False,False,True,False,False
LP002699,2.0,17500,0,400.0,360.0,True,True,False,True,False,False,True
LP002705,0.0,3775,0,110.0,360.0,True,True,False,False,True,False,True
LP002706,1.0,5285,1430,161.0,360.0,True,True,True,False,True,False,True
LP002714,1.0,2679,1302,94.0,360.0,True,False,True,False,True,False,True
LP002716,0.0,6783,0,130.0,360.0,True,False,True,False,True,False,True
LP002717,0.0,1025,5500,216.0,360.0,True,True,False,False,False,False,True
LP002720,3.0,4281,0,100.0,360.0,True,True,False,False,False,True,True
LP002723,2.0,3588,0,110.0,360.0,True,False,False,False,False,False,False
LP002729,1.0,11250,0,196.0,360.0,True,False,False,False,True,False,False
LP002731,0.0,18165,0,125.0,360.0,False,False,True,True,False,True,True
LP002732,0.0,2550,2042,126.0,360.0,True,False,True,False,False,False,True
LP002734,0.0,6133,3906,324.0,360.0,True,True,False,False,False,True,True
LP002738,2.0,3617,0,107.0,360.0,True,False,False,False,True,False,True
LP002739,0.0,2917,536,66.0,360.0,True,True,True,False,False,False,False
LP002740,3.0,6417,0,157.0,180.0,True,True,False,False,False,False,True
LP002741,1.0,4608,2845,140.0,180.0,False,True,False,False,True,False,True
LP002743,0.0,2138,0,99.0,360.0,False,False,False,False,True,False,False
LP002753,1.0,3652,0,95.0,360.0,False,False,False,False,True,False,True
LP002755,1.0,2239,2524,128.0,360.0,True,True,True,False,False,True,True
LP002757,0.0,3017,663,102.0,360.0,False,True,True,False,True,False,True
LP002767,0.0,2768,1950,155.0,360.0,True,True,False,False,False,False,True
LP002768,0.0,3358,0,80.0,36.0,True,False,True,False,True,False,False
LP002772,0.0,2526,1783,145.0,360.0,True,False,False,False,False,False,True
LP002776,0.0,5000,0,103.0,360.0,False,False,False,False,True,False,False
LP002777,0.0,2785,2016,110.0,360.0,True,True,False,False,False,False,True
LP002778,2.0,6633,0,128.0,360.0,True,True,False,True,False,False,False
LP002784,1.0,2492,2375,128.0,360.0,True,True,True,False,False,False,True
LP002785,1.0,3333,3250,158.0,360.0,True,True,False,False,False,True,True
LP002788,0.0,2454,2333,181.0,360.0,True,True,True,False,False,True,False
LP002789,0.0,3593,4266,132.0,180.0,True,True,False,False,False,False,False
LP002792,1.0,5468,1032,26.0,360.0,True,True,False,False,True,False,True
LP002794,0.0,2667,1625,84.0,360.0,False,False,False,False,False,True,True
LP002795,3.0,10139,0,260.0,360.0,True,True,False,True,True,False,True
LP002798,0.0,3887,2669,162.0,360.0,True,True,False,False,True,False,True
LP002804,0.0,4180,2306,182.0,360.0,False,True,False,False,True,False,True
LP002807,2.0,3675,242,108.0,360.0,True,True,True,False,True,False,True
LP002820,0.0,5923,2054,211.0,360.0,True,True,False,False,False,False,True
LP002821,0.0,5800,0,132.0,360.0,True,False,True,True,True,False,True
LP002832,2.0,8799,0,258.0,360.0,True,True,False,False,False,True,False
LP002833,0.0,4467,0,120.0,360.0,True,True,True,False,False,False,True
LP002836,0.0,3333,0,70.0,360.0,True,False,False,False,False,True,True
LP002837,3.0,3400,2500,123.0,360.0,True,True,False,False,False,False,False
LP002840,0.0,2378,0,9.0,360.0,False,False,False,False,False,True,False
LP002841,0.0,3166,2064,104.0,360.0,True,True,False,False,False,True,False
LP002842,1.0,3417,1750,186.0,360.0,True,True,False,False,False,True,True
LP002847,0.0,5116,1451,165.0,360.0,True,True,False,False,False,True,False
LP002855,2.0,16666,0,275.0,360.0,True,True,False,False,False,True,True
LP002862,2.0,6125,1625,187.0,480.0,True,True,True,False,True,False,False
LP002863,3.0,6406,0,150.0,360.0,True,True,False,False,True,False,False
LP002868,2.0,3159,461,108.0,84.0,True,True,False,False,False,True,True
LP002872,0.0,3087,2210,136.0,360.0,True,True,False,False,True,False,False
LP002874,0.0,3229,2739,110.0,360.0,True,False,False,False,False,True,True
LP002877,1.0,1782,2232,107.0,360.0,True,True,False,False,False,False,True
LP002888,0.0,3182,2917,161.0,360.0,True,False,False,False,False,True,True
LP002892,2.0,6540,0,205.0,360.0,True,True,False,False,True,False,True
LP002893,0.0,1836,33837,90.0,360.0,True,False,False,False,False,True,False
LP002894,0.0,3166,0,36.0,360.0,False,True,False,False,True,False,True
LP002898,1.0,1880,0,61.0,360.0,True,True,False,False,False,False,False
LP002911,1.0,2787,1917,146.0,360.0,True,True,False,False,False,False,False
LP002912,1.0,4283,3000,172.0,84.0,True,True,False,False,False,False,False
LP002916,0.0,2297,1522,104.0,360.0,True,True,False,False,False,True,True
LP002917,0.0,2165,0,70.0,360.0,False,False,True,False,True,False,True
LP002925,0.0,4750,0,94.0,360.0,True,False,False,False,True,False,True
LP002926,2.0,2726,0,106.0,360.0,True,True,False,True,True,False,False
LP002928,0.0,3000,3416,56.0,180.0,True,True,False,False,True,False,True
LP002931,2.0,6000,0,205.0,240.0,True,True,False,True,True,False,False
LP002933,3.0,9357,0,292.0,360.0,True,False,False,True,True,False,True
LP002936,0.0,3859,3300,142.0,180.0,True,True,False,False,False,False,True
LP002938,0.0,16120,0,260.0,360.0,True,True,False,True,False,True,True
LP002940,0.0,3833,0,110.0,360.0,True,False,True,False,False,False,True
LP002941,2.0,6383,1000,187.0,360.0,True,True,True,True,False,False,False
LP002943,0.0,2987,0,88.0,360.0,True,False,False,False,True,False,False
LP002945,0.0,9963,0,180.0,360.0,True,True,False,True,False,False,True
LP002948,2.0,5780,0,192.0,360.0,True,True,False,False,False,True,True
LP002949,3.0,416,41667,350.0,180.0,False,False,False,False,False,True,False
LP002950,0.0,2894,2792,155.0,360.0,True,True,True,False,False,False,True
LP002953,3.0,5703,0,128.0,360.0,True,True,False,False,False,True,True
LP002958,0.0,3676,4301,172.0,360.0,True,False,False,False,False,False,True
LP002959,1.0,12000,0,496.0,360.0,False,True,False,False,True,False,True
LP002960,0.0,2400,3800,128.0,180.0,True,True,True,False,False,True,False
LP002961,1.0,3400,2500,173.0,360.0,True,True,False,False,True,False,True
LP002964,2.0,3987,1411,157.0,360.0,True,True,True,False,False,False,True
LP002974,0.0,3232,1950,108.0,360.0,True,True,False,False,False,False,True
LP002978,0.0,2900,0,71.0,360.0,False,False,False,False,False,False,True
LP002979,3.0,4106,0,40.0,180.0,True,True,False,False,False,False,True
LP002983,1.0,8072,240,253.0,360.0,True,True,False,False,False,True,True
LP002984,2.0,7583,0,187.0,360.0,True,True,False,False,False,True,True
LP002990,0.0,4583,0,133.0,360.0,False,False,False,True,True,False,False
