Loan_ID,Gender,Married,Dependents,Education,SelfEmployed,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanAmountTerm,PropertyArea,LoanStatus
002237,Male,No,1,Graduate,,3667,0,113,180,Urban,Y
002239,Male,No,0,Not_Graduate,No,2346,1600,132,360,Semiurban,Y
002243,Male,Yes,0,Not_Graduate,No,3010,3136,,360,Urban,N
002244,Male,Yes,0,Graduate,No,2333,2417,136,360,Urban,Y
002250,Male,Yes,0,Graduate,No,5488,0,125,360,Rural,Y
002255,Male,No,3,Graduate,No,9167,0,185,360,Rural,Y
002262,Male,Yes,3,Graduate,No,9504,0,275,360,Rural,Y
002263,Male,Yes,0,Graduate,No,2583,2115,120,360,Urban,Y
002265,Male,Yes,2,Not_Graduate,No,1993,1625,113,180,Semiurban,Y
002266,Male,Yes,2,Graduate,No,3100,1400,113,360,Urban,Y
002272,Male,Yes,2,Graduate,No,3276,484,135,360,Semiurban,Y
002277,Female,No,0,Graduate,No,3180,0,71,360,Urban,N
002281,Male,Yes,0,Graduate,No,3033,1459,95,360,Urban,Y
002284,Male,No,0,Not_Graduate,No,3902,1666,109,360,Rural,Y
002287,Female,No,0,Graduate,No,1500,1800,103,360,Semiurban,N
002288,Male,Yes,2,Not_Graduate,No,2889,0,45,180,Urban,N
002296,Male,No,0,Not_Graduate,No,2755,0,65,300,Rural,N
002297,Male,No,0,Graduate,No,2500,20000,103,360,Semiurban,Y
002300,Female,No,0,Not_Graduate,No,1963,0,53,360,Semiurban,Y
002301,Female,No,0,Graduate,Yes,7441,0,194,360,Rural,N
002305,Female,No,0,Graduate,No,4547,0,115,360,Semiurban,Y
002308,Male,Yes,0,Not_Graduate,No,2167,2400,115,360,Urban,Y
002314,Female,No,0,Not_Graduate,No,2213,0,66,360,Rural,Y
002315,Male,Yes,1,Graduate,No,8300,0,152,300,Semiurban,N
002317,Male,Yes,3,Graduate,No,81000,0,360,360,Rural,N
002318,Female,No,1,Not_Graduate,Yes,3867,0,62,360,Semiurban,N
002319,Male,Yes,0,Graduate,,6256,0,160,360,Urban,Y
002328,Male,Yes,0,Not_Graduate,No,6096,0,218,360,Rural,N
002332,Male,Yes,0,Not_Graduate,No,2253,2033,110,360,Rural,Y
002335,Female,Yes,0,Not_Graduate,No,2149,3237,178,360,Semiurban,N
002337,Female,No,0,Graduate,No,2995,0,60,360,Urban,Y
002341,Female,No,1,Graduate,No,2600,0,160,360,Urban,N
002342,Male,Yes,2,Graduate,Yes,1600,20000,239,360,Urban,N
002345,Male,Yes,0,Graduate,No,1025,2773,112,360,Rural,Y
002347,Male,Yes,0,Graduate,No,3246,1417,138,360,Semiurban,Y
002348,Male,Yes,0,Graduate,No,5829,0,138,360,Rural,Y
002357,Female,No,0,Not_Graduate,No,2720,0,80,,Urban,N
002361,Male,Yes,0,Graduate,No,1820,1719,100,360,Urban,Y
002362,Male,Yes,1,Graduate,No,7250,1667,110,,Urban,N
002364,Male,Yes,0,Graduate,No,14880,0,96,360,Semiurban,Y
002366,Male,Yes,0,Graduate,No,2666,4300,121,360,Rural,Y
002367,Female,No,1,Not_Graduate,No,4606,0,81,360,Rural,N
002368,Male,Yes,2,Graduate,No,5935,0,133,360,Semiurban,Y
002369,Male,Yes,0,Graduate,No,2920,1612000084,87,360,Rural,Y
002370,Male,No,0,Not_Graduate,No,2717,0,60,180,Urban,Y
002377,Female,No,1,Graduate,Yes,8624,0,150,360,Semiurban,Y
002379,Male,No,0,Graduate,No,6500,0,105,360,Rural,N
002386,Male,No,0,Graduate,,12876,0,405,360,Semiurban,Y
002387,Male,Yes,0,Graduate,No,2425,2340,143,360,Semiurban,Y
002390,Male,No,0,Graduate,No,3750,0,100,360,Urban,Y
002393,Female,,,Graduate,No,10047,0,,240,Semiurban,Y
002398,Male,No,0,Graduate,No,1926,1851,50,360,Semiurban,Y
002401,Male,Yes,0,Graduate,No,2213,1125,,360,Urban,Y
002403,Male,No,0,Graduate,Yes,10416,0,187,360,Urban,N
002407,Female,Yes,0,Not_Graduate,Yes,7142,0,138,360,Rural,Y
002408,Male,No,0,Graduate,No,3660,5064,187,360,Semiurban,Y
002409,Male,Yes,0,Graduate,No,7901,1833,180,360,Rural,Y
002418,Male,No,3,Not_Graduate,No,4707,1993,148,360,Semiurban,Y
002422,Male,No,1,Graduate,No,37719,0,152,360,Semiurban,Y
002424,Male,Yes,0,Graduate,No,7333,8333,175,300,Rural,Y
002429,Male,Yes,1,Graduate,Yes,3466,1210,130,360,Rural,Y
002434,Male,Yes,2,Not_Graduate,No,4652,0,110,360,Rural,Y
002435,Male,Yes,0,Graduate,,3539,1376,55,360,Rural,N
002443,Male,Yes,2,Graduate,No,3340,1710,150,360,Rural,N
002444,Male,No,1,Not_Graduate,Yes,2769,1542,190,360,Semiurban,N
002446,Male,Yes,2,Not_Graduate,No,2309,1255,125,360,Rural,N
002447,Male,Yes,2,Not_Graduate,No,1958,1456,60,300,Urban,Y
002448,Male,Yes,0,Graduate,No,3948,1733,149,360,Rural,N
002449,Male,Yes,0,Graduate,No,2483,2466,90,180,Rural,Y
002453,Male,No,0,Graduate,Yes,7085,0,84,360,Semiurban,Y
002455,Male,Yes,2,Graduate,No,3859,0,96,360,Semiurban,Y
002459,Male,Yes,0,Graduate,No,4301,0,118,360,Urban,Y
002467,Male,Yes,0,Graduate,No,3708,2569,173,360,Urban,N
002472,Male,No,2,Graduate,No,4354,0,136,360,Rural,Y
002473,Male,Yes,0,Graduate,No,8334,0,160,360,Semiurban,N
002478,,Yes,0,Graduate,Yes,2083,4083,160,360,Semiurban,Y
002484,Male,Yes,3,Graduate,No,7740,0,128,180,Urban,Y
002487,Male,Yes,0,Graduate,No,3015,2188,153,360,Rural,Y
002489,Female,No,1,Not_Graduate,,5191,0,132,360,Semiurban,Y
002493,Male,No,0,Graduate,No,4166,0,98,360,Semiurban,N
002494,Male,No,0,Graduate,No,6000,0,140,360,Rural,Y
002500,Male,Yes,3,Not_Graduate,No,2947,1664,70,180,Urban,N
002501,,Yes,0,Graduate,No,16692,0,110,360,Semiurban,Y
002502,Female,Yes,2,Not_Graduate,,210,2917,98,360,Semiurban,Y
002505,Male,Yes,0,Graduate,No,4333,2451,110,360,Urban,N
002515,Male,Yes,1,Graduate,Yes,3450,2079,162,360,Semiurban,Y
002517,Male,Yes,1,Not_Graduate,No,2653,1500,113,180,Rural,N
002519,Male,Yes,3,Graduate,No,4691,0,100,360,Semiurban,Y
002522,Female,No,0,Graduate,Yes,2500,0,93,360,Urban,Y
002524,Male,No,2,Graduate,No,5532,4648,162,360,Rural,Y
002527,Male,Yes,2,Graduate,Yes,16525,1014,150,360,Rural,Y
002529,Male,Yes,2,Graduate,No,6700,1750,230,300,Semiurban,Y
002530,,Yes,2,Graduate,No,2873,1872,132,360,Semiurban,N
002531,Male,Yes,1,Graduate,Yes,16667,2250,86,360,Semiurban,Y
002533,Male,Yes,2,Graduate,No,2947,1603,,360,Urban,N
002534,Female,No,0,Not_Graduate,No,4350,0,154,360,Rural,Y
002536,Male,Yes,3,Not_Graduate,No,3095,0,113,360,Rural,Y
002537,Male,Yes,0,Graduate,No,2083,3150,128,360,Semiurban,Y
002541,Male,Yes,0,Graduate,No,10833,0,234,360,Semiurban,Y
002543,Male,Yes,2,Graduate,No,8333,0,246,360,Semiurban,Y
002544,Male,Yes,1,Not_Graduate,No,1958,2436,131,360,Rural,Y
002545,Male,No,2,Graduate,No,3547,0,80,360,Rural,N
002547,Male,Yes,1,Graduate,No,18333,0,500,360,Urban,N
002555,Male,Yes,2,Graduate,Yes,4583,2083,160,360,Semiurban,Y
002556,Male,No,0,Graduate,No,2435,0,75,360,Urban,N
002560,Male,No,0,Not_Graduate,No,2699,2785,96,360,Semiurban,Y
002562,Male,Yes,1,Not_Graduate,No,5333,1131,186,360,Urban,Y
002571,Male,No,0,Not_Graduate,No,3691,0,110,360,Rural,Y
002582,Female,No,0,Not_Graduate,Yes,17263,0,225,360,Semiurban,Y
002585,Male,Yes,0,Graduate,No,3597,2157,119,360,Rural,N
002586,Female,Yes,1,Graduate,No,3326,913,105,84,Semiurban,Y
002587,Male,Yes,0,Not_Graduate,No,2600,1700,107,360,Rural,Y
002588,Male,Yes,0,Graduate,No,4625,2857,111,12,Urban,Y
002600,Male,Yes,1,Graduate,Yes,2895,0,95,360,Semiurban,Y
002602,Male,No,0,Graduate,No,6283,4416,209,360,Rural,N
002603,Female,No,0,Graduate,No,645,3683,113,480,Rural,Y
002606,Female,No,0,Graduate,No,3159,0,100,360,Semiurban,Y
002615,Male,Yes,2,Graduate,No,4865,5624,208,360,Semiurban,Y
002618,Male,Yes,1,Not_Graduate,No,4050,5302,138,360,Rural,N
002619,Male,Yes,0,Not_Graduate,No,3814,1483,124,300,Semiurban,Y
002622,Male,Yes,2,Graduate,No,3510,4416,243,360,Rural,Y
002624,Male,Yes,0,Graduate,No,20833,6667,480,360,Urban,Y
002625,,No,0,Graduate,No,3583,0,96,360,Urban,N
002626,Male,Yes,0,Graduate,Yes,2479,3013,188,360,Urban,Y
002634,Female,No,1,Graduate,No,13262,0,40,360,Urban,Y
002637,Male,No,0,Not_Graduate,No,3598,1287,100,360,Rural,N
002640,Male,Yes,1,Graduate,No,6065,2004,250,360,Semiurban,Y
002643,Male,Yes,2,Graduate,No,3283,2035,148,360,Urban,Y
002648,Male,Yes,0,Graduate,No,2130,6666,70,180,Semiurban,N
002652,Male,No,0,Graduate,No,5815,3666,311,360,Rural,N
002659,Male,Yes,3,Graduate,No,3466,3428,150,360,Rural,Y
002670,Female,Yes,2,Graduate,No,2031,1632,113,480,Semiurban,Y
002682,Male,Yes,,Not_Graduate,No,3074,1800,123,360,Semiurban,N
002683,Male,No,0,Graduate,No,4683,1915,185,360,Semiurban,N
002684,Female,No,0,Not_Graduate,No,3400,0,95,360,Rural,N
002689,Male,Yes,2,Not_Graduate,No,2192,1742,45,360,Semiurban,Y
002690,Male,No,0,Graduate,No,2500,0,55,360,Semiurban,Y
002692,Male,Yes,3,Graduate,Yes,5677,1424,100,360,Rural,Y
002693,Male,Yes,2,Graduate,Yes,7948,7166,480,360,Rural,Y
002697,Male,No,0,Graduate,No,4680,2087,,360,Semiurban,N
002699,Male,Yes,2,Graduate,Yes,17500,0,400,360,Rural,Y
002705,Male,Yes,0,Graduate,No,3775,0,110,360,Semiurban,Y
002706,Male,Yes,1,Not_Graduate,No,5285,1430,161,360,Semiurban,Y
002714,Male,No,1,Not_Graduate,No,2679,1302,94,360,Semiurban,Y
002716,Male,No,0,Not_Graduate,No,6783,0,130,360,Semiurban,Y
002717,Male,Yes,0,Graduate,No,1025,5500,216,360,Rural,Y
002720,Male,Yes,3,Graduate,No,4281,0,100,360,Urban,Y
002723,Male,No,2,Graduate,No,3588,0,110,360,Rural,N
002729,Male,No,1,Graduate,No,11250,0,196,360,Semiurban,N
002731,Female,No,0,Not_Graduate,Yes,18165,0,125,360,Urban,Y
002732,Male,No,0,Not_Graduate,,2550,2042,126,360,Rural,Y
002734,Male,Yes,0,Graduate,No,6133,3906,324,360,Urban,Y
002738,Male,No,2,Graduate,No,3617,0,107,360,Semiurban,Y
002739,Male,Yes,0,Not_Graduate,No,2917,536,66,360,Rural,N
002740,Male,Yes,3,Graduate,No,6417,0,157,180,Rural,Y
002741,Female,Yes,1,Graduate,No,4608,2845,140,180,Semiurban,Y
002743,Female,No,0,Graduate,No,2138,0,99,360,Semiurban,N
002753,Female,No,1,Graduate,,3652,0,95,360,Semiurban,Y
002755,Male,Yes,1,Not_Graduate,No,2239,2524,128,360,Urban,Y
002757,Female,Yes,0,Not_Graduate,No,3017,663,102,360,Semiurban,Y
002767,Male,Yes,0,Graduate,No,2768,1950,155,360,Rural,Y
002768,Male,No,0,Not_Graduate,No,3358,0,80,36,Semiurban,N
002772,Male,No,0,Graduate,No,2526,1783,145,360,Rural,Y
002776,Female,No,0,Graduate,No,5000,0,103,360,Semiurban,N
002777,Male,Yes,0,Graduate,No,2785,2016,110,360,Rural,Y
002778,Male,Yes,2,Graduate,Yes,6633,0,,360,Rural,N
002784,Male,Yes,1,Not_Graduate,No,2492,2375,,360,Rural,Y
002785,Male,Yes,1,Graduate,No,3333,3250,158,360,Urban,Y
002788,Male,Yes,0,Not_Graduate,No,2454,2333,181,360,Urban,N
002789,Male,Yes,0,Graduate,No,3593,4266,132,180,Rural,N
002792,Male,Yes,1,Graduate,No,5468,1032,26,360,Semiurban,Y
002794,Female,No,0,Graduate,No,2667,1625,84,360,Urban,Y
002795,Male,Yes,3,Graduate,Yes,10139,0,260,360,Semiurban,Y
002798,Male,Yes,0,Graduate,No,3887,2669,162,360,Semiurban,Y
002804,Female,Yes,0,Graduate,No,4180,2306,182,360,Semiurban,Y
002807,Male,Yes,2,Not_Graduate,No,3675,242,108,360,Semiurban,Y
002813,Female,Yes,1,Graduate,Yes,19484,0,600,360,Semiurban,Y
002820,Male,Yes,0,Graduate,No,5923,2054,211,360,Rural,Y
002821,Male,No,0,Not_Graduate,Yes,5800,0,132,360,Semiurban,Y
002832,Male,Yes,2,Graduate,No,8799,0,258,360,Urban,N
002833,Male,Yes,0,Not_Graduate,No,4467,0,120,360,Rural,Y
002836,Male,No,0,Graduate,No,3333,0,70,360,Urban,Y
002837,Male,Yes,3,Graduate,No,3400,2500,123,360,Rural,N
002840,Female,No,0,Graduate,No,2378,0,9,360,Urban,N
002841,Male,Yes,0,Graduate,No,3166,2064,104,360,Urban,N
002842,Male,Yes,1,Graduate,No,3417,1750,186,360,Urban,Y
002847,Male,Yes,,Graduate,No,5116,1451,165,360,Urban,N
002855,Male,Yes,2,Graduate,No,16666,0,275,360,Urban,Y
002862,Male,Yes,2,Not_Graduate,No,6125,1625,187,480,Semiurban,N
002863,Male,Yes,3,Graduate,No,6406,0,150,360,Semiurban,N
002868,Male,Yes,2,Graduate,No,3159,461,108,84,Urban,Y
002872,,Yes,0,Graduate,No,3087,2210,136,360,Semiurban,N
002874,Male,No,0,Graduate,No,3229,2739,110,360,Urban,Y
002877,Male,Yes,1,Graduate,No,1782,2232,107,360,Rural,Y
002888,Male,No,0,Graduate,,3182,2917,161,360,Urban,Y
002892,Male,Yes,2,Graduate,No,6540,0,205,360,Semiurban,Y
002893,Male,No,0,Graduate,No,1836,33837,90,360,Urban,N
002894,Female,Yes,0,Graduate,No,3166,0,36,360,Semiurban,Y
002898,Male,Yes,1,Graduate,No,1880,0,61,360,Rural,N
002911,Male,Yes,1,Graduate,No,2787,1917,146,360,Rural,N
002912,Male,Yes,1,Graduate,No,4283,3000,172,84,Rural,N
002916,Male,Yes,0,Graduate,No,2297,1522,104,360,Urban,Y
002917,Female,No,0,Not_Graduate,No,2165,0,70,360,Semiurban,Y
002925,,No,0,Graduate,No,4750,0,94,360,Semiurban,Y
002926,Male,Yes,2,Graduate,Yes,2726,0,106,360,Semiurban,N
002928,Male,Yes,0,Graduate,No,3000,3416,56,180,Semiurban,Y
002931,Male,Yes,2,Graduate,Yes,6000,0,205,240,Semiurban,N
002933,,No,3,Graduate,Yes,9357,0,292,360,Semiurban,Y
002936,Male,Yes,0,Graduate,No,3859,3300,142,180,Rural,Y
002938,Male,Yes,0,Graduate,Yes,16120,0,260,360,Urban,Y
002940,Male,No,0,Not_Graduate,No,3833,0,110,360,Rural,Y
002941,Male,Yes,2,Not_Graduate,Yes,6383,1000,187,360,Rural,N
002943,Male,No,,Graduate,No,2987,0,88,360,Semiurban,N
002945,Male,Yes,0,Graduate,Yes,9963,0,180,360,Rural,Y
002948,Male,Yes,2,Graduate,No,5780,0,192,360,Urban,Y
002949,Female,No,3,Graduate,,416,41667,350,180,Urban,N
002950,Male,Yes,0,Not_Graduate,,2894,2792,155,360,Rural,Y
002953,Male,Yes,3,Graduate,No,5703,0,128,360,Urban,Y
002958,Male,No,0,Graduate,No,3676,4301,172,360,Rural,Y
002959,Female,Yes,1,Graduate,No,12000,0,496,360,Semiurban,Y
002960,Male,Yes,0,Not_Graduate,No,2400,3800,,180,Urban,N
002961,Male,Yes,1,Graduate,No,3400,2500,173,360,Semiurban,Y
002964,Male,Yes,2,Not_Graduate,No,3987,1411,157,360,Rural,Y
002974,Male,Yes,0,Graduate,No,3232,1950,108,360,Rural,Y
002978,Female,No,0,Graduate,No,2900,0,71,360,Rural,Y
002979,Male,Yes,3,Graduate,No,4106,0,40,180,Rural,Y
002983,Male,Yes,1,Graduate,No,8072,240,253,360,Urban,Y
002984,Male,Yes,2,Graduate,No,7583,0,187,360,Urban,Y
002990,Female,No,0,Graduate,Yes,4583,0,133,360,Semiurban,N
